shipping_id,order_id,delivery_status,shipping_date,return_date
618,634,Returned,3/3/2024,1/19/2025
619,109,Delayed,3/1/2024,2/10/2025
620,780,In Transit,6/2/2024,7/15/2024
621,445,Delivered,6/12/2024,10/2/2024
622,877,Returned,11/29/2024,11/26/2024
623,1655,Delayed,11/14/2024,4/13/2024
624,1733,Delayed,2/4/2025,3/23/2024
625,1767,In Transit,7/26/2024,4/28/2024
626,903,Returned,2/29/2024,2/8/2025
627,1475,Returned,5/27/2024,6/1/2024
628,1295,Delivered,11/29/2024,3/21/2024
629,119,Returned,3/29/2024,11/30/2024
630,1575,Delivered,1/2/2025,6/27/2024
631,1944,In Transit,1/1/2025,12/4/2024
632,1175,In Transit,6/29/2024,3/9/2024
633,293,Delayed,3/5/2024,12/31/2024
634,835,Returned,7/19/2024,
635,470,Delivered,3/2/2024,
636,1000,Returned,1/2/2025,4/11/2024
637,353,Returned,6/22/2024,5/4/2024
638,926,Returned,10/1/2024,10/22/2024
639,515,In Transit,10/10/2024,5/22/2024
640,161,Returned,2/8/2025,12/23/2024
641,582,Delivered,8/8/2024,2/4/2025
642,328,Delivered,9/17/2024,5/29/2024
643,1464,Delayed,6/24/2024,5/18/2024
644,822,Delayed,8/19/2024,4/8/2024
645,409,In Transit,5/29/2024,9/23/2024
646,1581,Delayed,8/18/2024,12/3/2024
647,392,In Transit,1/1/2025,5/8/2024
648,1797,Delayed,10/11/2024,10/22/2024
649,747,Returned,6/25/2024,11/9/2024
650,1666,Delivered,11/10/2024,1/11/2025
651,219,Returned,6/10/2024,6/13/2024
652,1006,Returned,12/16/2024,1/27/2025
653,1542,In Transit,8/25/2024,7/21/2024
654,1559,In Transit,12/10/2024,2/14/2024
655,412,In Transit,5/5/2024,1/4/2025
656,695,Delayed,10/20/2024,1/3/2025
657,649,Delivered,1/6/2025,3/9/2024
658,516,Delayed,3/25/2024,5/7/2024
659,1868,Delayed,6/18/2024,11/30/2024
660,1013,Delayed,2/8/2025,9/25/2024
661,1211,Delayed,3/9/2024,5/26/2024
662,1887,Delayed,9/20/2024,8/11/2024
663,766,Delivered,1/25/2025,3/22/2024
664,1030,In Transit,11/2/2024,3/14/2024
665,1312,Delivered,6/25/2024,11/21/2024
666,955,Returned,5/13/2024,4/16/2024
667,770,Returned,1/18/2025,7/7/2024
668,268,Delayed,10/31/2024,12/3/2024
669,1089,Returned,8/13/2024,7/7/2024
670,132,In Transit,9/9/2024,3/21/2024
671,1903,Returned,11/7/2024,7/18/2024
672,192,Returned,12/18/2024,6/28/2024
673,12,Delayed,1/13/2025,3/23/2024
674,255,In Transit,3/13/2024,3/1/2024
675,1408,Delayed,8/26/2024,9/5/2024
676,405,Delayed,3/23/2024,6/1/2024
677,128,In Transit,11/10/2024,
678,1828,Returned,7/29/2024,8/6/2024
679,281,Delivered,6/22/2024,4/13/2024
680,232,Delayed,7/16/2024,11/28/2024
681,1329,Returned,4/1/2024,3/28/2024
682,642,Delayed,11/29/2024,8/7/2024
683,1756,Delayed,3/29/2024,9/7/2024
684,526,Returned,4/21/2024,1/8/2025
685,896,Delivered,9/24/2024,7/23/2024
686,1944,Returned,1/21/2025,12/20/2024
687,785,Delayed,9/22/2024,6/6/2024
688,1956,Delayed,6/22/2024,2/6/2025
689,403,Delayed,12/20/2024,1/20/2025
690,508,Delivered,1/19/2025,10/24/2024
691,196,Delivered,4/22/2024,4/9/2024
692,1957,In Transit,1/23/2025,10/1/2024
693,149,Delivered,1/8/2025,7/21/2024
694,1465,In Transit,11/28/2024,5/17/2024
695,99,Delayed,9/15/2024,10/28/2024
696,923,Delayed,1/15/2025,3/23/2024
697,1591,Returned,11/13/2024,
698,1060,Delayed,10/27/2024,7/21/2024
699,1328,Delivered,9/13/2024,3/5/2024
700,1170,Delivered,4/10/2024,6/6/2024
701,1420,In Transit,9/13/2024,8/1/2024
702,1633,Delivered,4/27/2024,5/22/2024
703,1470,Delayed,5/19/2024,11/7/2024
704,1428,Delivered,2/12/2024,12/13/2024
705,27,Delayed,5/19/2024,
706,1124,Delivered,4/1/2024,
707,184,Delivered,8/7/2024,11/4/2024
708,886,Delivered,9/30/2024,9/13/2024
709,732,Delivered,3/25/2024,6/1/2024
710,1596,Delayed,2/17/2024,4/25/2024
711,202,In Transit,12/15/2024,8/22/2024
712,297,Delayed,8/22/2024,11/5/2024
713,516,In Transit,5/16/2024,2/24/2024
714,75,Returned,11/23/2024,7/30/2024
715,48,Delayed,5/13/2024,7/28/2024
716,1749,Returned,12/16/2024,2/24/2024
717,1557,Returned,4/29/2024,7/1/2024
718,859,Delayed,1/25/2025,9/5/2024
719,395,Delayed,9/30/2024,
720,1925,Returned,5/24/2024,
721,480,Returned,9/29/2024,2/4/2025
722,53,Delivered,7/4/2024,2/23/2024
723,690,Returned,9/29/2024,11/24/2024
724,67,Delayed,8/2/2024,5/19/2024
725,275,Delivered,6/19/2024,5/28/2024
726,1317,Delivered,9/11/2024,
727,1100,In Transit,2/11/2025,12/25/2024
728,277,In Transit,2/19/2024,5/30/2024
729,433,Delayed,10/9/2024,1/30/2025
730,1097,Returned,11/20/2024,3/14/2024
731,1622,Delivered,10/10/2024,
732,1428,Delayed,7/28/2024,
733,486,Delivered,4/25/2024,10/19/2024
734,832,Returned,10/3/2024,1/2/2025
735,690,In Transit,1/25/2025,1/28/2025
736,1106,Delivered,9/29/2024,
737,1250,Delivered,8/16/2024,4/20/2024
738,1559,Delayed,8/1/2024,
739,775,Delayed,5/18/2024,12/3/2024
740,1511,Returned,6/26/2024,4/4/2024
741,1472,In Transit,5/12/2024,8/2/2024
742,575,In Transit,7/16/2024,
743,1469,Delivered,7/10/2024,2/15/2024
744,1240,Returned,6/4/2024,12/17/2024
745,1240,Delayed,6/14/2024,8/27/2024
746,1358,Delayed,3/6/2024,12/3/2024
747,745,Delivered,12/6/2024,12/31/2024
748,130,Returned,6/29/2024,5/14/2024
749,1744,Delivered,6/11/2024,11/26/2024
750,1825,Delivered,12/18/2024,11/29/2024
751,1147,In Transit,12/6/2024,12/2/2024
752,1202,Delayed,11/19/2024,5/31/2024
753,1027,Returned,7/8/2024,
754,653,Delivered,3/22/2024,8/13/2024
755,37,Delivered,11/2/2024,1/24/2025
756,1902,In Transit,11/27/2024,9/21/2024
757,1478,Returned,12/11/2024,2/18/2024
758,22,Delayed,10/31/2024,3/13/2024
759,1533,Delivered,4/14/2024,6/29/2024
760,190,Delivered,10/27/2024,12/7/2024
761,1765,Delivered,2/3/2025,9/2/2024
762,911,In Transit,8/22/2024,9/27/2024
763,1441,In Transit,11/11/2024,4/26/2024
764,732,Delivered,10/22/2024,5/23/2024
765,123,Returned,8/12/2024,3/3/2024
766,537,Delayed,6/24/2024,8/24/2024
767,274,In Transit,4/27/2024,
768,1771,Returned,11/14/2024,5/15/2024
769,1052,Returned,6/12/2024,2/28/2024
770,794,Delivered,12/25/2024,8/24/2024
771,637,In Transit,3/25/2024,6/1/2024
772,1275,Delayed,12/24/2024,4/10/2024
773,344,Delivered,4/30/2024,2/10/2025
774,528,Delivered,5/11/2024,8/5/2024
775,275,In Transit,5/31/2024,6/21/2024
776,465,Returned,7/12/2024,5/15/2024
777,1111,Delayed,1/21/2025,10/26/2024
778,1927,Delivered,5/11/2024,9/20/2024
779,756,Delayed,12/30/2024,6/9/2024
780,1899,Delivered,6/13/2024,
781,300,In Transit,7/3/2024,1/28/2025
782,152,In Transit,12/20/2024,10/23/2024
783,410,Delayed,5/25/2024,3/16/2024
784,817,Delivered,4/12/2024,5/26/2024
785,1903,Delayed,12/11/2024,4/12/2024
786,110,Returned,11/17/2024,2/16/2024
787,748,Returned,1/17/2025,10/31/2024
788,193,Delayed,12/30/2024,2/18/2024
789,1517,In Transit,10/20/2024,1/13/2025
790,1820,In Transit,5/3/2024,
791,1652,In Transit,5/9/2024,8/7/2024
792,1703,In Transit,5/26/2024,12/13/2024
793,1510,Delayed,1/11/2025,9/22/2024
794,1874,Delayed,6/23/2024,9/9/2024
795,1789,Returned,3/15/2024,12/14/2024
796,328,Delivered,7/27/2024,4/24/2024
797,1121,Delayed,6/17/2024,2/29/2024
798,1640,Returned,9/28/2024,8/27/2024
799,161,In Transit,1/20/2025,1/18/2025
800,1080,In Transit,5/25/2024,9/25/2024
801,1384,Returned,7/24/2024,6/2/2024
802,640,In Transit,8/14/2024,1/28/2025
803,157,In Transit,10/4/2024,1/20/2025
804,851,Delivered,6/11/2024,8/11/2024
805,250,In Transit,1/30/2025,5/30/2024
806,1000,Returned,1/14/2025,
807,1582,Delivered,7/29/2024,11/2/2024
808,565,Delivered,7/16/2024,10/9/2024
809,397,Delayed,5/3/2024,9/26/2024
810,1444,In Transit,3/30/2024,10/15/2024
811,1880,Returned,9/15/2024,4/27/2024
812,916,Returned,10/13/2024,
813,1537,Delayed,3/14/2024,6/13/2024
814,794,In Transit,6/4/2024,2/11/2025
815,374,In Transit,9/10/2024,1/26/2025
816,139,Delivered,11/1/2024,6/9/2024
817,394,Returned,1/29/2025,10/20/2024
818,363,Returned,2/7/2025,9/4/2024
819,764,Returned,12/24/2024,5/24/2024
820,334,Delivered,10/14/2024,7/29/2024
821,1951,Delivered,1/31/2025,5/10/2024
822,1665,Delivered,6/14/2024,8/25/2024
823,1837,In Transit,11/26/2024,3/29/2024
824,1603,Delivered,12/4/2024,10/20/2024
825,207,Delayed,4/19/2024,5/31/2024
826,1773,Delivered,10/29/2024,6/11/2024
827,1459,Returned,2/15/2024,4/3/2024
828,129,Returned,5/3/2024,10/3/2024
829,1309,Delayed,10/31/2024,
830,1479,Returned,1/8/2025,12/16/2024
831,608,Delivered,9/8/2024,6/11/2024
832,1441,Returned,10/8/2024,8/26/2024
833,492,In Transit,2/18/2024,2/24/2024
834,1601,In Transit,1/31/2025,12/4/2024
835,1955,Returned,9/10/2024,9/23/2024
836,276,Returned,1/31/2025,10/22/2024
837,755,Delayed,2/26/2024,1/13/2025
838,1339,In Transit,12/4/2024,1/19/2025
839,738,In Transit,6/23/2024,
840,578,Delayed,4/22/2024,1/19/2025
841,465,Returned,6/3/2024,12/4/2024
842,994,Returned,6/22/2024,5/17/2024
843,1869,Delivered,5/21/2024,
844,1566,Delivered,11/2/2024,1/29/2025
845,827,Delivered,9/3/2024,8/25/2024
846,1456,Delivered,2/3/2025,10/11/2024
847,1300,In Transit,9/16/2024,6/28/2024
848,1278,Delayed,11/21/2024,9/21/2024
849,1145,Delivered,1/15/2025,1/31/2025
850,1329,Returned,3/21/2024,5/23/2024
851,445,In Transit,11/10/2024,10/5/2024
852,1657,In Transit,1/6/2025,8/27/2024
853,437,In Transit,12/16/2024,6/4/2024
854,1987,Returned,9/29/2024,11/11/2024
855,1664,In Transit,7/21/2024,1/4/2025
856,745,Delayed,10/16/2024,7/21/2024
857,369,Delivered,12/1/2024,
858,330,Delivered,12/3/2024,1/6/2025
859,931,Delivered,6/30/2024,4/12/2024
860,63,In Transit,2/14/2024,
861,1261,Returned,8/12/2024,12/7/2024
862,1198,Returned,5/19/2024,8/13/2024
863,1026,Delayed,5/19/2024,9/20/2024
864,1878,In Transit,8/28/2024,3/5/2024
865,1063,Returned,9/20/2024,7/14/2024
866,458,Delayed,4/25/2024,10/10/2024
867,202,Delivered,10/29/2024,5/1/2024
868,991,Returned,12/28/2024,4/3/2024
869,1916,Delayed,7/23/2024,10/22/2024
870,583,Delivered,2/1/2025,3/31/2024
871,102,Delivered,11/30/2024,4/12/2024
872,918,In Transit,10/23/2024,7/13/2024
873,308,In Transit,4/20/2024,9/3/2024
874,1310,In Transit,7/10/2024,
875,369,Returned,7/6/2024,6/4/2024
876,350,In Transit,11/29/2024,8/28/2024
877,1673,Delivered,11/25/2024,12/14/2024
878,869,Delivered,10/27/2024,6/14/2024
879,1122,Delayed,1/28/2025,11/11/2024
880,781,In Transit,6/12/2024,1/12/2025
881,1884,Delayed,5/1/2024,6/12/2024
882,887,Returned,5/23/2024,2/26/2024
883,1992,Delayed,11/17/2024,10/11/2024
884,815,Returned,3/28/2024,
885,1087,Delivered,12/14/2024,6/3/2024
886,513,Delivered,2/11/2025,12/22/2024
887,1838,Returned,4/19/2024,4/27/2024
888,818,Returned,8/4/2024,8/15/2024
889,353,Returned,7/12/2024,10/8/2024
890,1152,In Transit,9/14/2024,6/30/2024
891,1472,Delayed,4/9/2024,2/12/2024
892,254,Delayed,4/29/2024,2/17/2024
893,1765,Delivered,3/9/2024,2/1/2025
894,83,Delayed,5/30/2024,11/28/2024
895,1466,Delayed,7/8/2024,1/27/2025
896,1801,Returned,6/25/2024,5/20/2024
897,1632,In Transit,1/21/2025,7/17/2024
898,1508,Delivered,11/13/2024,1/28/2025
899,208,Returned,8/14/2024,4/23/2024
900,1087,Delivered,6/2/2024,
901,218,In Transit,8/9/2024,12/31/2024
902,227,Delayed,1/17/2025,12/20/2024
903,506,Delayed,7/10/2024,9/23/2024
904,1202,Delayed,9/13/2024,8/1/2024
905,1063,Returned,1/29/2025,3/28/2024
906,933,Delayed,3/2/2024,4/17/2024
907,75,Returned,11/21/2024,
908,84,Returned,5/20/2024,7/29/2024
909,587,Delivered,1/12/2025,4/28/2024
910,1481,Delayed,10/9/2024,7/19/2024
911,1237,In Transit,1/15/2025,5/30/2024
912,1025,Delayed,12/30/2024,3/12/2024
913,1249,Returned,2/29/2024,4/11/2024
914,1419,Returned,2/29/2024,8/9/2024
915,78,In Transit,11/13/2024,2/21/2024
916,490,Returned,7/19/2024,1/27/2025
917,1355,Delayed,9/13/2024,6/6/2024
918,1370,Returned,3/5/2024,8/31/2024
919,583,Returned,3/19/2024,9/30/2024
920,1420,Delivered,7/3/2024,8/24/2024
921,1999,Returned,3/5/2024,
922,1178,In Transit,8/7/2024,12/28/2024
923,1652,Delayed,2/5/2025,9/1/2024
924,1889,Returned,7/29/2024,5/18/2024
925,1221,In Transit,2/29/2024,7/26/2024
926,1070,In Transit,8/29/2024,
927,19,In Transit,2/3/2025,7/23/2024
928,1446,Returned,2/17/2024,9/30/2024
929,1311,Delayed,4/29/2024,4/8/2024
930,1348,Delayed,4/5/2024,2/8/2025
931,368,Returned,2/1/2025,3/18/2024
932,29,Returned,4/13/2024,10/4/2024
933,1256,In Transit,7/31/2024,10/26/2024
934,1298,Delivered,7/24/2024,3/5/2024
935,1376,Returned,5/12/2024,11/29/2024
936,625,In Transit,5/20/2024,4/29/2024
937,488,Delayed,9/11/2024,3/25/2024
938,1835,Delayed,5/3/2024,2/3/2025
939,1551,In Transit,1/31/2025,7/12/2024
940,1076,Returned,10/11/2024,6/25/2024
941,1281,In Transit,11/3/2024,10/8/2024
942,1999,In Transit,3/27/2024,4/1/2024
943,319,In Transit,1/14/2025,3/15/2024
944,1362,Delivered,6/5/2024,9/16/2024
945,812,Delayed,9/15/2024,6/20/2024
946,1105,Returned,7/27/2024,3/5/2024
947,1560,Delivered,8/8/2024,12/27/2024
948,224,Returned,5/30/2024,6/17/2024
949,1404,Delayed,11/11/2024,8/29/2024
950,1869,Delayed,4/3/2024,3/27/2024
951,983,Delayed,3/18/2024,7/8/2024
952,365,In Transit,9/29/2024,5/29/2024
953,1867,Delivered,4/9/2024,
954,1681,Delivered,10/9/2024,12/30/2024
955,367,Returned,6/2/2024,2/11/2025
956,675,Delayed,10/3/2024,7/31/2024
957,237,Delivered,8/6/2024,2/23/2024
958,328,Delayed,9/2/2024,
959,1860,Delivered,8/5/2024,8/5/2024
960,333,Delivered,2/1/2025,7/29/2024
961,420,Delayed,11/21/2024,12/6/2024
962,552,In Transit,1/31/2025,12/14/2024
963,701,Delayed,6/16/2024,8/18/2024
964,349,Delayed,4/7/2024,4/25/2024
965,1450,Returned,5/2/2024,10/5/2024
966,1396,Returned,1/5/2025,9/9/2024
967,1377,Delivered,10/28/2024,4/30/2024
968,182,Returned,4/18/2024,1/7/2025
969,1881,Delivered,6/28/2024,4/24/2024
970,1078,Returned,3/7/2024,3/11/2024
971,544,Delivered,6/12/2024,4/11/2024
972,293,Delivered,2/5/2025,8/22/2024
973,672,Delivered,11/15/2024,8/23/2024
974,684,Returned,5/16/2024,3/21/2024
975,1331,In Transit,11/21/2024,3/8/2024
976,1449,Delivered,2/22/2024,11/30/2024
977,1891,Delayed,2/15/2024,9/19/2024
978,751,Delayed,6/24/2024,9/24/2024
979,1442,Returned,12/5/2024,10/6/2024
980,502,Delayed,6/6/2024,6/16/2024
981,436,Delivered,11/23/2024,1/17/2025
982,1935,Returned,9/13/2024,8/8/2024
983,472,In Transit,5/14/2024,5/27/2024
984,952,Returned,9/11/2024,2/26/2024
985,1634,In Transit,5/19/2024,6/25/2024
986,1929,In Transit,11/17/2024,12/25/2024
987,347,Delayed,9/30/2024,7/1/2024
988,1171,Delivered,2/22/2024,
989,1027,Returned,8/2/2024,9/24/2024
990,1615,Delivered,12/14/2024,8/9/2024
991,1379,In Transit,3/25/2024,9/22/2024
992,623,Returned,4/17/2024,5/25/2024
993,1837,Returned,2/24/2024,12/13/2024
994,1194,Returned,9/8/2024,11/28/2024
995,697,In Transit,9/25/2024,6/10/2024
996,803,Returned,7/19/2024,1/20/2025
997,1659,Returned,5/16/2024,
998,213,Delayed,12/29/2024,6/14/2024
999,1315,Returned,6/22/2024,12/11/2024
1000,971,Delivered,7/2/2024,5/31/2024
1001,942,Delayed,6/25/2024,2/24/2024
1002,117,Delayed,8/30/2024,8/20/2024
1003,126,Returned,5/27/2024,3/5/2024
1004,1490,Returned,6/21/2024,4/21/2024
1005,1072,Returned,2/14/2024,4/7/2024
1006,31,Returned,2/22/2024,5/25/2024
1007,895,In Transit,12/28/2024,2/19/2024
1008,899,Delayed,12/6/2024,8/26/2024
1009,950,In Transit,11/23/2024,7/13/2024
1010,534,Delivered,10/7/2024,3/23/2024
1011,366,Delayed,2/24/2024,2/29/2024
1012,487,In Transit,8/22/2024,3/23/2024
1013,676,Delivered,2/14/2024,7/14/2024
1014,1345,In Transit,2/3/2025,10/22/2024
1015,234,Returned,5/6/2024,6/28/2024
1016,797,Delivered,12/14/2024,4/11/2024
1017,452,In Transit,11/18/2024,6/24/2024
1018,1786,Delayed,5/25/2024,11/4/2024
1019,1046,Delivered,11/24/2024,4/14/2024
1020,1983,In Transit,4/19/2024,11/9/2024
1021,1194,In Transit,12/15/2024,6/24/2024
1022,442,In Transit,8/29/2024,5/25/2024
1023,1413,In Transit,9/21/2024,4/23/2024
1024,1335,Delayed,2/20/2024,4/28/2024
1025,442,In Transit,1/8/2025,9/12/2024
1026,1249,Delayed,7/15/2024,8/26/2024
1027,1407,In Transit,8/21/2024,4/2/2024
1028,630,Delivered,12/16/2024,1/8/2025
1029,1058,Returned,11/24/2024,
1030,8,Delayed,8/19/2024,
1031,260,Delivered,7/11/2024,2/24/2024
1032,1918,Delivered,9/24/2024,6/16/2024
1033,445,In Transit,5/9/2024,6/9/2024
1034,173,Returned,12/9/2024,1/26/2025
1035,417,Delayed,4/12/2024,10/16/2024
1036,618,Returned,9/21/2024,2/29/2024
1037,1951,Returned,8/8/2024,9/6/2024
1038,972,Delayed,9/9/2024,5/7/2024
1039,235,Returned,3/11/2024,1/16/2025
1040,536,Delayed,8/2/2024,12/29/2024
1041,1660,Returned,4/3/2024,5/12/2024
1042,1223,Delayed,12/15/2024,1/17/2025
1043,1767,Delayed,10/30/2024,9/12/2024
1044,1177,Returned,11/8/2024,10/5/2024
1045,1024,In Transit,6/30/2024,7/27/2024
1046,1593,Delivered,2/21/2024,8/28/2024
1047,406,In Transit,2/9/2025,4/15/2024
1048,1923,Delivered,12/17/2024,11/30/2024
1049,44,Delivered,10/14/2024,12/5/2024
1050,403,Returned,11/14/2024,1/13/2025
1051,820,In Transit,5/24/2024,10/15/2024
1052,1665,Delivered,2/29/2024,
1053,669,Returned,9/13/2024,8/4/2024
1054,826,In Transit,10/23/2024,1/10/2025
1055,1190,Returned,8/21/2024,1/10/2025
1056,1044,Returned,5/28/2024,
1057,1173,Delayed,12/15/2024,2/7/2025
1058,372,Returned,11/15/2024,1/15/2025
1059,147,Delayed,8/27/2024,8/20/2024
1060,1738,Returned,1/14/2025,12/14/2024
1061,980,In Transit,11/25/2024,12/30/2024
1062,782,Returned,12/13/2024,2/13/2024
1063,1310,Delayed,6/5/2024,11/29/2024
1064,1191,In Transit,11/16/2024,5/14/2024
1065,1242,Delivered,6/19/2024,8/31/2024
1066,895,Delayed,6/29/2024,
1067,843,Delivered,7/14/2024,11/17/2024
1068,248,Delayed,4/19/2024,3/20/2024
1069,1812,In Transit,2/29/2024,7/27/2024
1070,933,Returned,11/7/2024,11/7/2024
1071,990,Delivered,7/9/2024,8/28/2024
1072,1683,Delayed,11/2/2024,9/29/2024
1073,308,Delayed,2/12/2024,
1074,1737,In Transit,6/16/2024,11/18/2024
1075,65,In Transit,11/29/2024,6/11/2024
1076,1832,Delayed,8/8/2024,11/27/2024
1077,1177,In Transit,1/1/2025,6/16/2024
1078,1678,Returned,6/9/2024,9/8/2024
1079,583,Delayed,3/30/2024,1/21/2025
1080,497,Returned,1/21/2025,12/21/2024
1081,152,Returned,4/19/2024,2/21/2024
1082,629,Delivered,2/10/2025,2/13/2024
1083,1420,Returned,3/31/2024,7/18/2024
1084,1441,Delayed,6/21/2024,10/30/2024
1085,1841,Delayed,12/25/2024,8/25/2024
1086,765,Delivered,7/21/2024,12/10/2024
1087,1797,Delivered,8/28/2024,7/14/2024
1088,1620,Delivered,5/29/2024,8/26/2024
1089,803,Delayed,11/22/2024,4/22/2024
1090,1009,Returned,5/15/2024,6/22/2024
1091,393,Delivered,11/2/2024,8/10/2024
1092,475,Returned,1/30/2025,2/17/2024
1093,682,Delayed,5/13/2024,1/4/2025
1094,663,Returned,1/9/2025,9/24/2024
1095,1138,Delivered,5/23/2024,9/20/2024
1096,1529,Delayed,1/31/2025,11/15/2024
1097,608,Delayed,10/30/2024,8/22/2024
1098,1295,Delivered,5/20/2024,
1099,1981,Delayed,5/27/2024,12/6/2024
1100,1643,Returned,6/5/2024,8/19/2024
1101,121,Returned,2/7/2025,
1102,1254,Delivered,4/5/2024,
1103,1273,Returned,9/18/2024,9/10/2024
1104,1465,In Transit,3/6/2024,8/16/2024
1105,23,Returned,8/3/2024,2/23/2024
1106,400,Delayed,12/28/2024,7/8/2024
1107,968,Delayed,7/5/2024,5/19/2024
1108,803,Delayed,4/10/2024,11/16/2024
1109,454,Delivered,3/16/2024,4/14/2024
1110,58,Delivered,4/19/2024,10/6/2024
1111,1801,Delivered,3/29/2024,7/28/2024
1112,225,In Transit,7/24/2024,7/25/2024
1113,1231,Returned,1/1/2025,1/6/2025
1114,1196,In Transit,11/22/2024,
1115,1646,Returned,11/27/2024,8/6/2024
1116,921,Delayed,3/30/2024,12/11/2024
1117,759,Delivered,9/27/2024,7/1/2024
1118,740,Delayed,12/29/2024,11/10/2024
1119,1997,Returned,5/7/2024,6/9/2024
1120,1372,Delivered,11/14/2024,7/27/2024
1121,258,In Transit,4/10/2024,10/10/2024
1122,715,Returned,9/29/2024,4/9/2024
1123,1665,In Transit,10/14/2024,5/2/2024
1124,1415,Delayed,8/31/2024,8/22/2024
1125,36,Delayed,11/16/2024,5/22/2024
1126,1503,In Transit,5/27/2024,2/15/2024
1127,299,In Transit,2/26/2024,11/18/2024
1128,978,Returned,11/12/2024,1/3/2025
1129,206,Delivered,1/31/2025,5/17/2024
1130,207,Delayed,4/28/2024,3/4/2024
1131,858,Returned,6/30/2024,8/2/2024
1132,503,In Transit,6/10/2024,4/4/2024
1133,1393,Returned,10/7/2024,12/18/2024
1134,1388,Delayed,10/17/2024,8/6/2024
1135,1128,In Transit,5/16/2024,9/10/2024
1136,819,In Transit,11/4/2024,9/7/2024
1137,906,In Transit,5/3/2024,11/14/2024
1138,1188,Delivered,1/24/2025,5/21/2024
1139,832,Delayed,5/14/2024,10/21/2024
1140,1003,In Transit,7/26/2024,3/31/2024
1141,1421,Delivered,3/17/2024,6/22/2024
1142,400,Returned,9/30/2024,2/8/2025
1143,513,Delivered,8/8/2024,3/28/2024
1144,638,Delivered,4/15/2024,7/28/2024
1145,1508,In Transit,10/16/2024,8/28/2024
1146,926,Returned,10/23/2024,5/3/2024
1147,170,Returned,7/25/2024,1/10/2025
1148,907,Returned,4/27/2024,8/24/2024
1149,1891,In Transit,10/23/2024,8/30/2024
1150,562,Returned,8/9/2024,11/14/2024
1151,1946,Delayed,4/4/2024,4/15/2024
1152,529,Delivered,9/3/2024,5/28/2024
1153,661,In Transit,6/19/2024,9/9/2024
1154,1920,Delivered,10/6/2024,9/9/2024
1155,1589,Returned,1/7/2025,3/21/2024
1156,1628,Returned,7/29/2024,
1157,849,Returned,5/24/2024,2/3/2025
1158,1401,Returned,8/8/2024,9/19/2024
1159,1200,Delayed,12/14/2024,9/12/2024
1160,616,Returned,4/5/2024,9/29/2024
1161,788,Delayed,1/23/2025,5/13/2024
1162,1856,Delayed,5/24/2024,1/7/2025
1163,625,Delayed,4/12/2024,3/10/2024
1164,967,In Transit,3/8/2024,10/5/2024
1165,474,In Transit,6/30/2024,
1166,271,In Transit,1/1/2025,4/8/2024
1167,1628,In Transit,5/7/2024,12/13/2024
1168,529,In Transit,11/22/2024,
1169,1841,Returned,11/3/2024,
1170,1746,Delivered,8/28/2024,4/21/2024
1171,403,Returned,11/24/2024,2/24/2024
1172,527,Delayed,4/18/2024,7/22/2024
1173,379,Delayed,9/28/2024,2/2/2025
1174,25,In Transit,12/2/2024,6/1/2024
1175,840,Returned,7/17/2024,2/25/2024
1176,23,In Transit,6/27/2024,1/25/2025
1177,719,Delivered,5/14/2024,5/5/2024
1178,846,Delayed,6/22/2024,10/17/2024
1179,6,Delayed,4/1/2024,12/4/2024
1180,929,In Transit,12/9/2024,6/23/2024
1181,1158,Delayed,5/5/2024,2/16/2024
1182,968,In Transit,5/13/2024,10/11/2024
1183,1765,In Transit,7/22/2024,
1184,1508,Returned,3/13/2024,5/31/2024
1185,1648,In Transit,12/7/2024,1/14/2025
1186,1031,Returned,1/5/2025,
1187,50,Delivered,7/27/2024,4/3/2024
1188,1584,Delayed,10/29/2024,2/25/2024
1189,395,Delayed,3/7/2024,
1190,203,In Transit,11/30/2024,9/23/2024
1191,1239,Returned,4/17/2024,7/19/2024
1192,332,Delivered,10/25/2024,1/15/2025
1193,1900,Delayed,1/5/2025,1/22/2025
1194,302,Returned,3/23/2024,9/2/2024
1195,1694,Delivered,4/24/2024,7/26/2024
1196,319,Delayed,11/28/2024,11/12/2024
1197,1350,In Transit,5/12/2024,3/14/2024
1198,230,Returned,2/2/2025,7/21/2024
1199,639,In Transit,10/3/2024,9/30/2024
1200,1733,In Transit,5/12/2024,4/13/2024
1201,465,Returned,10/5/2024,11/12/2024
1202,1645,Delayed,10/11/2024,7/8/2024
1203,1241,In Transit,3/28/2024,
1204,1648,Delayed,8/26/2024,11/1/2024
1205,179,Delivered,8/20/2024,3/30/2024
1206,202,Delayed,9/15/2024,8/17/2024
1207,1195,In Transit,9/10/2024,10/12/2024
1208,452,In Transit,8/2/2024,8/25/2024
1209,140,In Transit,10/10/2024,
1210,606,Returned,8/7/2024,6/10/2024
1211,1400,In Transit,7/6/2024,10/28/2024
1212,1314,Returned,6/19/2024,1/23/2025
1213,1579,Returned,9/16/2024,8/31/2024
1214,1112,Delivered,7/30/2024,1/16/2025
1215,596,Delayed,11/5/2024,3/11/2024
1216,133,In Transit,8/3/2024,9/11/2024
1217,590,In Transit,5/31/2024,3/13/2024
1218,308,Returned,1/23/2025,4/16/2024
1219,1898,Delayed,3/12/2024,11/19/2024
1220,64,In Transit,6/6/2024,1/13/2025
1221,1973,Delayed,5/26/2024,6/14/2024
1222,377,In Transit,8/24/2024,3/3/2024
1223,893,Returned,11/6/2024,10/7/2024
