order_item_id,order_id,product_id,quantity,price_per_unit,total_price
810,413,74,4,662.67,2677.76
811,747,170,1,502.37,3060.91
812,636,208,4,53.2,1160.36
813,1609,465,4,817.71,3784.16
814,1724,354,1,198.11,3943.85
815,1221,481,4,834.52,3536.85
816,435,293,3,766.38,4772.74
817,1681,129,5,741.22,1386.75
818,1261,483,1,382.48,2396.89
819,707,147,5,639.58,3249.01
820,1670,236,1,917.66,942.26
821,1845,145,1,331.16,172.53
822,383,57,4,768.03,1658.07
823,124,370,2,478.85,2653.82
824,635,96,3,673.66,217.51
825,1393,328,5,27.27,1768.95
826,1298,286,4,863.17,4813.84
827,1181,173,1,757.35,1233.49
828,848,271,1,169.02,1211.22
829,1098,411,2,109.64,4071.71
830,1595,186,4,737.96,3416.29
831,478,181,5,104.89,3659.23
832,650,18,3,151.35,4620.79
833,150,64,4,600.72,4823.12
834,995,232,2,773.04,1103.5
835,74,359,3,82.81,1769.03
836,177,338,2,278.47,4962.49
837,110,11,4,736.95,3000.41
838,9,496,3,91.19,2966.31
839,1840,197,2,926.61,3327.34
840,22,401,2,280.9,3107.14
841,1016,148,1,160.01,2828.39
842,1355,226,1,182.37,4814.98
843,1760,202,5,623.36,1583.41
844,1292,436,2,925.79,2864.88
845,414,261,2,443.28,2571.43
846,875,144,4,923.93,2379.77
847,95,355,3,941.39,2550.08
848,123,39,2,823.89,1642.64
849,294,183,4,15.37,2151.24
850,1305,45,3,795.59,2594.71
851,1729,287,2,254.12,360.5
852,1295,129,5,267.71,830.82
853,1863,45,4,267.71,4133.07
854,1337,471,5,475.19,3588.8
855,1491,21,1,964.47,4754.34
856,936,289,3,898.82,1352.5
857,1981,373,2,464.58,4947.99
858,1682,64,5,244.18,2142.14
859,1384,498,4,697.87,1864.44
860,1452,61,5,268.95,222.75
861,143,406,2,743.24,1854.36
862,1014,21,5,12.32,3376.84
863,207,254,1,652.26,1597.59
864,251,175,4,653.3,4690.17
865,860,32,2,725.36,2737.35
866,182,397,3,806.27,2849.5
867,627,155,2,262.18,2341.82
868,1910,347,5,242.34,2098.14
869,889,375,2,542.4,3392.5
870,890,295,5,834.58,4532.02
871,1655,140,2,499.59,610.2
872,1805,409,4,460.87,3355.11
873,1466,75,1,937.6,2764.67
874,1619,211,4,484.29,567.16
875,1616,42,4,785.35,1329.87
876,322,296,2,222.7,3349.26
877,1421,432,1,499.54,4771.17
878,1740,64,4,263.58,2000.76
879,699,351,2,785.42,3526.47
880,826,160,3,394.95,1474.37
881,1869,254,3,281.4,4630.19
882,1952,202,5,945.01,4641.96
883,1173,336,5,822.21,3453.93
884,413,55,2,360.72,3479.02
885,1622,325,1,199.35,768.71
886,1044,107,2,709,186.55
887,1888,455,4,415.33,4344.72
888,1065,464,2,627.33,4324.31
889,1524,266,2,773.35,3091.91
890,87,125,4,158,1250.54
891,799,339,5,261.08,1024.81
892,1606,203,3,967.99,4538.9
893,342,485,4,88.66,659.94
894,1347,301,5,832.6,2468.74
895,1199,291,1,716.21,3098.69
896,1994,420,2,394.7,1982.35
897,82,450,3,127.73,4829.31
898,759,95,1,791.56,3795.23
899,1565,114,1,735.94,2348.11
900,126,62,3,907.5,1213.53
901,32,464,4,289.36,4623.55
902,639,104,1,688.56,1600.69
903,867,56,4,14.23,1085.2
904,39,289,2,79.48,1718.7
905,116,237,4,599.88,420.03
906,1138,20,4,966.93,2015.39
907,1779,176,1,954.37,2572.83
908,808,390,5,51.91,2455.46
909,687,38,3,849.12,2928.69
910,1251,352,5,561.57,4405.35
911,1887,126,2,431.18,4921.5
912,889,121,3,255.52,3291.96
913,10,359,5,719.08,1021.38
914,1388,221,2,60.36,3136.58
915,387,18,2,981.08,281.21
916,1340,402,1,81.99,2829.48
917,1274,311,2,781.81,1282.1
918,1438,430,2,845.96,1715.56
919,472,494,1,177.05,2869.31
920,1202,24,5,641.69,4098.53
921,150,242,5,855.82,1445.35
922,1740,314,4,512.27,591.38
923,1161,4,3,334.53,3097.13
924,1172,478,4,798.19,3763.13
925,443,398,2,130.4,4593.71
926,550,388,1,931.17,4611.7
927,1646,352,1,256.21,4612.74
928,1121,104,4,959.62,1780.76
929,646,66,2,675.47,2619.35
930,1052,425,3,375.98,3996.29
931,1211,166,4,492.04,3180.47
932,1789,136,3,199.26,3705.19
933,439,301,5,852.74,4046.9
934,1855,339,4,529.65,106.94
935,1441,25,5,827.69,2153.34
936,529,237,4,596.19,2457.13
937,1030,17,5,803.96,4847.7
938,1945,440,1,898.62,510.8
939,664,255,1,666.25,3155.27
940,879,59,5,312.59,447.66
941,1721,376,4,601.65,3576.93
942,643,459,4,832.08,3991.69
943,473,265,5,40.09,1183.5
944,1224,145,2,787.64,92.77
945,377,210,1,677.59,2490.96
946,1529,3,3,727.41,2263.63
947,1568,54,3,419.05,1625.59
948,950,454,1,445.83,125.4
949,17,388,3,963.6,2881.49
950,342,97,3,590.28,3974.4
951,1509,212,2,230.36,4387.33
952,1091,177,4,622.54,3800.02
953,964,11,2,241.15,3993.72
954,1150,152,4,223.79,1461.99
955,1413,262,5,517.71,1273.55
956,966,114,4,937.63,2906.03
957,650,331,4,156.08,3804
958,756,471,2,262.22,3076.86
959,35,472,2,348.78,4050.22
960,102,217,4,842.4,4133.47
961,149,46,3,615.94,1494.65
962,307,173,4,828.88,4205.46
963,234,381,5,459.05,3895.65
964,344,423,3,496.59,1284.67
965,1210,263,2,388.74,466.82
966,188,199,4,127.7,2886.02
967,10,247,1,374.43,4118.03
968,237,434,4,845.29,4236.19
969,811,212,1,18.37,605.04
970,1173,280,3,462.95,1350.01
971,1210,235,1,241.74,737.78
972,102,400,3,333.75,4508.69
973,788,62,1,736.97,4954.08
974,1704,206,5,282.8,1049.02
975,1106,88,3,163.13,1308.08
976,1422,102,5,136.15,4659.84
977,1109,381,4,686.58,3709.28
978,1337,85,4,349.27,2098.78
979,1285,60,4,705.73,2901.1
980,1259,178,2,56.41,4656.35
981,558,187,5,508.42,2733.45
982,1115,367,2,514.64,1325.81
983,752,367,1,699.61,1062.56
984,439,146,4,135.71,276.25
985,254,96,4,521.45,205.8
986,1758,486,4,329.6,1439.51
987,292,390,1,757.71,3225.64
988,280,431,2,62.14,1888.64
989,908,400,2,758.96,3768.87
990,1084,300,2,437.48,2011.39
991,832,232,2,728.29,3344.75
992,1481,463,1,135.5,1890.01
993,1126,249,2,137.91,3426.43
994,351,251,5,791.02,2794.42
995,819,51,5,151.49,564.1
996,1766,28,4,710.68,4672.58
997,736,443,1,373.67,4458.05
998,1076,2,3,165.56,458.53
999,1516,236,1,259.93,1472.84
1000,1426,468,4,906.05,4236.27
1001,1700,163,1,738.79,3561.4
1002,547,118,2,511.05,4757.16
1003,487,90,4,995.35,1680.93
1004,1181,199,3,251.34,4871.4
1005,991,401,2,639.27,2803.07
1006,1665,411,2,923.01,4191.89
1007,1837,201,4,907.18,2421.98
1008,1717,218,5,58.33,2229.15
1009,1566,431,4,349.25,256.87
1010,1872,295,1,674.23,2897.48
1011,1795,175,1,166.68,1591.97
1012,537,200,4,366.33,656.86
1013,1048,408,5,547.02,2220.43
1014,1798,220,4,963.99,1386.86
1015,1437,429,3,315.2,2458.64
1016,551,19,1,401.41,4722.03
1017,327,361,2,574.83,1891.91
1018,387,183,5,733.49,2726.56
1019,371,30,2,779.64,4627.35
1020,1699,72,3,719.17,1834.7
1021,1862,161,1,468.95,3057.95
1022,1542,316,4,880.26,631.21
1023,1160,83,5,174.74,4620.37
1024,1279,207,3,593.93,4996.97
1025,1231,303,1,86.06,1938.99
1026,1026,227,1,456.85,2900.7
1027,800,431,3,952.82,1192.81
1028,1752,203,3,68.6,1341.78
1029,1700,338,3,423.48,1553.57
1030,572,154,4,43.54,1293.56
1031,520,301,2,570.02,435.79
1032,505,132,2,970.41,2776.54
1033,1843,359,3,841.92,1820.59
1034,99,316,2,915.84,4190.13
1035,1135,290,3,778.91,1268.95
1036,751,239,1,841.55,1091.15
1037,1540,360,1,405.6,3175.07
1038,1508,105,1,212.55,193.04
1039,868,272,3,122.89,3947.5
1040,7,92,1,177.33,3258.12
1041,122,431,1,170.17,112.73
1042,991,107,2,95.83,2182.04
1043,1689,474,2,362.46,3801.31
1044,849,353,4,338.28,3322.44
1045,988,309,3,650.24,425.45
1046,1922,63,5,475.25,4598.83
1047,278,490,5,417.17,2198.15
1048,1753,406,4,637.85,2147.53
1049,1098,35,5,923.47,4838.39
1050,1509,326,4,867.51,3833.43
1051,179,273,4,563.09,1234.42
1052,44,88,2,952.69,4108.33
1053,1130,162,3,386.56,381.56
1054,75,340,3,502.87,1164.53
1055,1502,152,4,372.06,997.77
1056,535,382,3,641.23,3324.04
1057,632,150,1,111.27,4418.07
1058,1928,281,3,738.66,103.97
1059,412,46,2,902.21,166.94
1060,194,197,4,334.35,2727.01
1061,1725,275,2,248.28,4863.36
1062,1282,491,5,201.31,1764.65
1063,1653,344,3,521.33,3082.05
1064,1012,21,3,650.55,3450.23
1065,1398,155,1,996.36,1205.55
1066,1633,160,3,879.14,619.89
1067,284,368,1,139.82,2466.26
1068,47,298,5,745.48,3502.49
1069,1602,493,2,467.86,4837.7
1070,960,44,1,518.95,1993.8
1071,1284,327,5,952.08,877.82
1072,397,176,1,87.16,2382.79
1073,1873,210,1,279.57,800.78
1074,1310,292,3,35.05,2492.82
1075,641,467,2,636.32,685.27
1076,1581,476,1,943.89,4903.19
1077,584,355,2,586.2,83.63
1078,1780,95,2,262.13,1167.15
1079,49,121,5,88.56,806.08
1080,32,360,2,144.01,1996.15
1081,782,257,5,906.91,94.65
1082,652,262,5,119.03,4231.03
1083,623,84,3,913.04,1011.58
1084,1181,472,4,300.43,3208.29
1085,1336,357,5,923.09,4323.1
1086,1714,69,5,435.07,3517.8
1087,79,455,3,345.76,10.72
1088,1709,272,3,89.82,3884.94
1089,73,25,3,796.11,1016.72
1090,302,155,3,524.68,4493.12
1091,1712,170,1,767.5,1556.79
1092,269,483,1,355.45,1553
1093,417,223,3,259.33,2818.97
1094,618,221,2,710.66,1726.39
1095,1831,191,5,163.09,541.2
1096,1231,137,5,43.03,1125.05
1097,1595,310,3,685.35,3683.62
1098,932,400,2,553.57,2434.21
1099,1203,140,1,646.37,3293.01
1100,1551,147,4,908.37,4867.13
1101,884,214,2,626.38,233.76
1102,1478,316,3,490.8,3057.1
1103,504,500,2,854.83,3060.55
1104,1609,81,4,943.51,4979.26
1105,1452,5,2,859.94,3333.07
1106,228,419,4,628.46,562.71
1107,13,417,3,99.08,3964.69
1108,1884,280,1,595.21,2680.33
1109,1342,434,1,311.41,4323.77
1110,280,1,2,853.73,54.24
1111,1542,334,1,644.01,2476.13
1112,1889,420,4,674.2,475.6
1113,668,287,1,655.11,3410.79
1114,625,306,5,264.23,1411.59
1115,471,103,5,32.95,4596.12
1116,224,35,2,953.31,243.59
1117,677,191,4,126.17,1314.12
1118,1037,294,2,891.85,1855.31
1119,142,17,2,972.32,753.72
1120,96,152,4,681.4,3954.12
1121,126,122,5,950.82,2592.9
1122,655,378,5,25.71,2007.13
1123,245,34,1,970.72,3011.18
1124,1781,396,5,288.5,214.51
1125,760,342,3,157.88,2158.31
1126,1085,245,2,961.26,2492.06
1127,1253,98,4,709.75,4806.65
1128,851,328,4,703.14,3766.68
1129,936,89,2,959.03,4200.26
1130,1646,448,4,410.39,1312.96
1131,724,104,4,291.94,3102.73
1132,287,103,4,254.36,2144.56
1133,883,472,2,319.8,3570.42
1134,1145,210,5,446.04,124.49
1135,337,235,5,433.78,3636.27
1136,408,48,1,499.7,4033.71
1137,1292,327,5,280.6,2321.31
1138,1608,494,1,326.7,2003.06
1139,214,385,2,281.74,1210.22
1140,206,289,1,572.66,503.52
1141,356,264,3,784.1,578.01
1142,3,150,3,630.73,3594.62
1143,617,319,1,747.42,94.15
1144,795,186,1,391.19,1304.89
1145,123,56,4,775.44,3390.49
1146,1901,26,5,208.54,1602
1147,1413,394,3,271.02,4511.26
1148,854,96,3,936.99,3456.47
1149,1682,393,2,62.65,4911.65
1150,1898,468,1,804.88,1896.42
1151,830,89,3,128.21,4576.12
1152,1059,77,5,689.06,1768.07
1153,953,230,4,608.9,3459.87
1154,1101,192,4,788.04,1032.99
1155,800,80,3,391.67,1146.96
1156,1751,75,1,263.6,2958.93
1157,114,483,1,26.94,2283.67
1158,123,314,2,654.81,4342.24
1159,1722,176,3,622.63,366.4
1160,1181,97,1,912.49,3342.41
1161,1890,203,2,230.22,919.88
1162,580,6,3,310.44,2616.94
1163,300,124,4,470.73,1596.93
1164,1415,192,4,242.57,1775.12
1165,296,279,3,992.46,1861.97
1166,1249,376,5,709.01,804.32
1167,738,276,3,57.77,1531.04
1168,125,426,5,578.98,2444.92
1169,1722,60,1,69.47,1799.66
1170,746,324,5,166.57,4800.72
1171,404,497,3,907.49,3837.76
1172,45,146,3,517.37,774.12
1173,1509,78,4,421.41,3469.77
1174,1381,209,4,361.22,3863.96
1175,476,399,5,207.64,13.23
1176,1172,437,5,265.69,2470.23
1177,652,318,5,409.21,780.98
1178,1042,114,3,284.87,3845.19
1179,763,476,2,913,3121.4
1180,1923,239,1,343.01,2107.96
1181,710,408,3,410.68,4961.7
1182,1254,25,1,419.83,175.52
1183,1173,446,5,614.39,4717.32
1184,332,423,2,880.05,4130.71
1185,389,381,5,854.73,2077.84
1186,233,500,2,821.33,708.53
1187,660,66,1,429.15,4977.13
1188,360,380,1,83.54,2147.01
1189,1449,353,1,280.46,3233.46
1190,1776,71,2,958.96,3679.1
1191,1587,481,1,725.3,750.75
1192,840,378,5,747.87,4592.48
1193,1449,447,4,120.18,4859.39
1194,239,310,2,829.44,3119.25
1195,1960,89,2,536.46,1905.59
1196,646,400,4,945.86,593.3
1197,708,50,2,975.06,3951.67
1198,96,255,2,577.58,3273.56
1199,1581,218,4,249.48,3457.5
1200,1995,62,3,959.6,280.85
1201,486,400,5,57.51,195.05
1202,1761,138,1,298.42,796.18
1203,669,168,5,459.83,1487.82
1204,1238,35,1,154.54,3995.3
1205,1967,236,1,203.05,2305.53
1206,607,68,1,197.73,3518.73
1207,271,128,1,124.31,3977.57
1208,709,184,5,769.52,1037.38
1209,110,92,3,790.29,2048.24
1210,1132,155,3,991.22,1346.63
1211,1026,424,5,317.51,553.76
1212,1400,212,4,904.02,638.38
1213,282,56,2,647.82,964.94
1214,1808,406,3,196.62,3539.11
1215,1339,273,3,454.98,2724.95
1216,753,413,3,486.44,4761.14
1217,645,148,3,729.8,4033.38
1218,787,183,3,48.22,2249.02
1219,245,449,3,967.16,1452.56
1220,1373,230,5,113.56,4178.23
1221,418,246,1,143.23,4707.04
1222,1653,303,2,685.94,4540.49
1223,801,312,4,920.94,4264.07
1224,1623,451,1,453.68,455.7
1225,490,362,4,554.25,3149.45
1226,261,427,5,64.47,4073.42
1227,1509,42,3,983.38,1272.08
1228,201,428,4,260.56,3490.89
1229,148,204,5,753.56,433.55
1230,1238,103,1,128.14,4510.23
1231,1730,101,3,830.43,4991.4
1232,404,292,4,808.24,4956.72
1233,1495,105,1,977.13,1160.63
1234,998,317,3,433.86,2410.99
1235,1952,148,4,476.93,2577.22
1236,1342,36,2,720.18,1220.63
1237,130,89,5,252.47,3874.47
1238,1543,147,3,12.77,4455.2
1239,205,333,2,979.44,2867.96
1240,1483,340,4,744.43,681.26
1241,1629,332,5,611.58,167.05
1242,1571,178,5,866.17,3907.5
1243,605,449,1,974.38,4357.8
1244,837,412,1,228.7,594.3
1245,937,245,4,358.74,456.22
1246,551,393,3,416.29,4294.36
1247,890,62,5,569.54,4751.52
1248,393,475,1,842.28,2425.84
1249,434,346,3,239.28,3283.83
1250,741,328,2,337.44,3368.69
1251,629,159,3,213.53,936.61
1252,1879,23,4,946.4,3907.06
1253,658,469,3,176.34,4355.73
1254,1845,373,2,144.67,3179.17
1255,1996,167,4,586.45,3836.68
1256,966,500,1,756.09,1122.05
1257,1035,54,2,706.83,1647.75
1258,496,149,5,555.3,4616.46
1259,157,66,1,266.65,3869.4
1260,1362,263,5,475.27,923.85
1261,1861,353,4,60.37,3895.78
1262,516,285,3,349.52,1587.18
1263,20,88,1,346.8,2284.78
1264,890,325,5,154.68,4543.36
1265,1640,329,3,182.64,821.37
1266,1635,22,2,573.73,1918.49
1267,1738,232,4,523.13,2226.19
1268,110,400,3,604.52,2167.44
1269,1736,135,5,650.85,3146.37
1270,1877,232,1,150.69,1259.47
1271,288,231,4,829.92,4289.37
1272,1377,218,5,695.5,3427.03
1273,1949,145,3,141.91,1438.92
1274,461,227,5,853.55,4392.37
1275,326,394,3,639.01,308.09
1276,209,184,5,539.62,1238.6
1277,1873,343,3,905.01,1466.29
1278,732,112,1,958.44,2110.74
1279,1470,123,4,671.77,4737.72
1280,919,468,4,769.27,2285.26
1281,1135,199,3,835.23,4951.42
1282,467,43,5,26.52,3254.62
1283,1042,123,3,640.33,2978.6
1284,44,237,4,902.57,1780.71
1285,1700,124,1,206.16,1768.44
1286,852,135,1,357.06,4901.43
1287,1677,86,1,395.85,1083.57
1288,1982,271,2,233.19,4207.35
1289,1053,6,5,430.67,2534.15
1290,1052,197,4,380.23,3760.24
1291,74,38,1,961.45,1499.41
1292,1225,366,2,414.38,1365.22
1293,1917,482,4,26.32,3029.76
1294,1413,371,1,954.82,2944.42
1295,952,499,4,502.28,1007.22
1296,785,315,3,18.61,4171.12
1297,1425,344,2,578.33,4461.33
1298,1925,469,1,128.81,378.57
1299,1078,320,2,812.14,39.11
1300,1410,158,2,893.44,1818.79
1301,625,207,3,197.68,2141.21
1302,394,382,3,967.07,3482.7
1303,1204,308,2,577.16,4925.8
1304,339,212,4,342.28,3528.85
1305,897,209,3,274.1,202.59
1306,1272,65,1,845.75,4032.1
1307,1583,259,1,733.26,358.4
1308,1060,125,3,401.36,1742.45
1309,458,18,5,319.74,397.92
1310,1257,27,3,847.28,376.82
1311,1905,220,4,379.31,3124.94
1312,1853,443,3,112.65,1849.2
1313,912,107,2,89.35,456.06
1314,1479,457,2,970.27,4753.56
1315,49,322,1,473.06,1446.89
1316,1698,378,2,493.84,2229.14
1317,1810,279,2,972.51,4647.18
1318,1984,427,5,161.14,1913.45
1319,1386,425,1,531.83,2220.7
1320,1363,118,4,483.43,2767.17
1321,1301,233,3,364.79,4006.61
1322,909,447,5,826.45,897.53
1323,1353,478,2,252.61,306.08
1324,1440,233,4,475.66,3012.85
1325,1349,224,4,827.07,1916.82
1326,106,278,4,415.37,2172.61
1327,1092,332,2,729.99,2413.74
1328,1963,29,2,545.42,3388.42
1329,529,459,1,231.31,3921.94
1330,649,402,2,888.58,4642.1
1331,431,494,1,677.13,3853.97
1332,1653,470,5,567.45,4364.18
1333,1569,89,3,879.12,2813.01
1334,880,438,1,81.96,4430.9
1335,1086,271,2,130.68,2787.93
1336,1663,452,2,889.19,2486.45
1337,892,213,3,946.86,4353.59
1338,1246,186,3,267.45,1112.75
1339,807,263,1,100.85,2121.68
1340,373,59,5,370.77,3648.57
1341,1421,188,2,113.47,4973.62
1342,832,414,4,916.13,364.37
1343,748,127,3,758.08,2386.05
1344,1984,478,4,151.35,3261.84
1345,885,71,4,668.05,1339.78
1346,1189,172,5,61.96,2168.86
1347,1187,413,3,506.19,4099.3
1348,1090,451,3,852.19,4106.45
1349,1945,480,3,432.09,214.73
1350,1779,448,1,61.92,3393.7
1351,159,100,2,175.89,4403.91
1352,445,180,2,671.46,1909.34
1353,1495,321,2,305.88,1458.4
1354,336,67,1,129.1,2000.3
1355,149,212,4,127.28,3659.57
1356,877,442,4,730.98,889.54
1357,657,297,1,779.77,2963.02
1358,987,211,1,525.23,399.29
1359,1623,66,4,437.59,4797.98
1360,523,379,1,520.17,720.97
1361,39,483,2,387.56,3918.81
1362,1658,58,3,649.92,2877.52
1363,1511,85,5,916.03,3645.56
1364,760,348,5,144.01,2028.79
1365,1341,1,5,687.62,2588.63
1366,1827,330,5,399.5,822.59
1367,1213,209,5,701.4,1310.74
1368,244,333,1,894.75,1456.38
1369,1133,141,3,316.49,1121.95
1370,1868,250,1,24.77,3616.29
1371,1921,196,2,885.07,183.7
1372,1926,233,3,748.71,1114.7
1373,1735,489,2,761.59,945.72
1374,975,407,4,867.69,566.89
1375,1735,469,2,401.57,2453.94
1376,922,4,5,424.25,2154.7
1377,756,367,5,744.56,2300.22
1378,232,314,5,278.16,2937.09
1379,417,123,1,524.69,35.21
1380,525,395,1,750.83,3716.16
1381,1140,59,3,481.36,3913.54
1382,988,46,1,941.27,576.5
1383,1941,398,2,239.28,1426.16
1384,1029,489,5,163.77,2206.33
1385,929,493,5,993.13,3235.77
1386,1498,151,3,21.31,1387.2
1387,1934,168,1,344.31,3778.37
1388,927,59,3,717.07,3951.74
1389,8,437,4,330.9,1122.53
1390,1046,272,1,146.44,4676.56
1391,1421,478,3,298.84,1379.81
1392,737,173,1,352.9,695.15
1393,1886,305,5,748.56,4835.52
1394,1787,483,2,325.54,4589.72
1395,1646,128,2,36.29,1329.86
1396,674,20,5,144.42,458.47
1397,117,388,5,552.58,2401
1398,420,122,3,376.84,704.79
1399,1361,365,1,604.43,4010.22
1400,1779,271,2,361.99,4592.54
1401,1825,254,3,381.05,3392.83
1402,1460,353,2,182.48,770.04
1403,95,94,1,369.78,2843.44
1404,207,232,5,918.97,3044.83
1405,527,136,5,556.75,2321.7
1406,1588,276,3,301.68,2101.1
1407,1101,331,2,487.37,1241.46
1408,983,423,2,289.5,11.2
1409,80,496,2,706.19,2711.61
1410,1451,238,2,941.84,1357.35
1411,149,273,3,126.94,4712.41
1412,1890,304,2,31.93,3348.91
1413,1084,2,3,241.43,414.76
1414,326,455,5,318.85,724.23
1415,1937,97,1,321.94,859.64
1416,258,197,5,981.13,2399.67
1417,230,41,5,301.51,190
1418,921,367,4,972.69,1938.35
1419,1959,281,3,676.06,3760.66
1420,583,126,3,749.83,3659.02
1421,354,310,4,781.84,1022.13
1422,1648,316,3,883.23,4663.41
1423,1181,162,1,916.94,4632.06
1424,703,147,2,172.89,268.33
1425,434,204,3,754.02,1708
1426,570,119,3,968.67,1850.26
1427,1978,41,3,432.94,3588.36
1428,924,392,5,466.81,2871.56
1429,551,418,4,373.72,4867.92
1430,1755,118,5,723.94,1056.24
1431,737,117,1,303.9,4155.74
1432,1092,419,5,669.54,416.87
1433,1547,67,2,94.25,4340.56
1434,540,214,2,215.3,590.26
1435,1917,166,3,698.66,2386.59
1436,1110,270,5,555.54,1121.55
1437,1427,48,5,75.01,3403.92
1438,1864,130,4,36.03,1832.62
1439,1304,230,2,773.16,1487.34
1440,1381,347,1,852.76,2099.88
1441,305,176,5,306.01,2674.88
1442,1930,397,2,813.47,4482.92
1443,1470,198,1,365.96,969.56
1444,196,8,4,330.62,2634.31
1445,734,443,5,231.72,738.86
1446,1605,478,3,429.52,3518.35
1447,234,13,5,315.91,1344.86
1448,910,340,5,146.95,4800.29
1449,544,280,3,885.34,3309.69
1450,1033,131,1,699.7,2929.38
1451,193,162,5,500.28,3828.73
1452,826,255,3,579.77,2860.82
1453,645,479,5,182.07,4446.17
1454,1746,153,4,871.04,478.36
1455,955,248,5,656.11,3767.1
1456,735,427,5,390.3,2735.36
1457,1783,305,4,357.56,2791.23
1458,4,43,4,916.58,85.53
1459,1178,332,4,825.3,2746.47
1460,236,480,2,48.02,4876.89
1461,161,25,1,841.23,1459.9
1462,17,209,3,420.93,3656.81
1463,1478,27,4,424.08,2367.69
1464,659,293,2,352.32,2083.23
1465,1578,36,5,789.06,3305.01
1466,164,272,2,645.57,186.08
1467,1738,440,3,15.24,3164.07
1468,485,476,4,167.89,2345.34
1469,1205,144,5,584.47,3134.99
1470,96,308,2,310.4,3316.86
1471,1187,414,2,634.32,2262.26
1472,876,387,1,623.24,1179.46
1473,594,151,1,290.53,4763.55
1474,1232,441,4,895.99,1196.86
1475,66,131,5,575.44,1937.24
1476,54,480,3,297.65,1153.18
1477,1411,203,3,42.83,4219.38
1478,338,460,3,661.63,2359.45
1479,158,181,1,525.14,3001.3
1480,1006,446,5,973.12,1283.42
1481,244,117,5,518.18,1091.59
1482,1481,125,4,58.18,2128.77
1483,368,226,4,599.73,4195.73
1484,784,12,2,89.33,1065.33
1485,1770,139,4,36.56,4695.98
1486,1251,31,2,168.58,3370.92
1487,597,200,2,347.29,1793.13
1488,527,152,1,370.45,386.14
1489,1711,288,5,865.07,4485.37
1490,689,82,1,982.73,2503.56
1491,1302,9,4,823.92,102.3
1492,861,476,1,251.55,4983.18
1493,1715,309,3,881.31,618.8
1494,1182,133,5,130.94,897.46
1495,1211,306,1,207.27,2109.98
1496,1725,325,2,616.82,796.05
1497,224,155,2,623.76,3448.63
1498,870,102,5,371.41,3611.87
1499,214,129,5,499.06,3413.21
1500,1457,52,5,75.54,4999.05
1501,874,496,3,423.5,4839.3
1502,137,233,5,484.42,3610.12
1503,1070,86,2,74.42,4093.88
1504,127,278,3,760.86,3720.26
1505,1209,361,4,140.37,4257.23
1506,613,442,2,501.37,3127.02
1507,1285,67,3,443.27,521.8
1508,590,385,3,479.71,2745.76
1509,1877,26,2,540.57,3351.53
1510,787,224,5,129.38,204.57
1511,1130,440,4,848.99,3028.08
1512,1211,292,4,343.85,4827
1513,1787,460,3,635.37,3211.55
1514,965,243,4,665.15,2386.21
1515,485,316,1,327.49,3619.28
1516,1164,202,4,647.76,4011.05
1517,1694,23,1,998.39,128.2
1518,1367,411,5,333.12,4722.79
1519,774,144,4,86.18,1505.49
1520,803,431,3,401.3,2730.78
1521,1753,312,4,855.23,3708.15
1522,1297,302,2,965.52,3297.74
1523,1168,300,5,871.35,541.92
1524,403,127,4,104.21,2276.08
1525,1017,360,1,950.93,137.72
1526,147,131,4,669.88,4739.28
1527,1176,191,3,814.66,1624.46
1528,1098,129,5,845.12,2635.47
1529,1998,76,2,574.59,4364.69
1530,1005,147,5,854.76,4077.48
1531,711,329,5,490.36,956.1
1532,1058,115,5,669.36,4765.23
1533,888,56,1,114.87,3947.63
1534,239,29,3,762.05,538.17
1535,1948,150,5,467.54,4601.98
1536,293,36,4,316.52,1251.48
1537,952,14,4,927.5,2314.8
1538,1599,196,3,260.89,1001.28
1539,850,278,3,668.99,4395.49
1540,1777,297,1,750.94,1026.84
1541,1687,482,3,949.66,1772.42
1542,264,379,3,900.78,2810.88
1543,1981,325,1,847.82,1006.16
1544,1102,340,3,565.54,3516.73
1545,155,460,1,993.27,3046.92
1546,1583,216,5,783.72,4609.2
1547,1060,49,4,667.46,1231.47
1548,501,367,3,490.89,4841.77
1549,1355,311,1,636.66,166.64
1550,1526,343,4,25.69,1634.46
1551,791,366,4,297.97,1485.52
1552,809,395,5,854.17,468.17
1553,303,477,5,824.76,2323.78
1554,770,293,4,936.02,4765.56
1555,405,9,1,65.08,4732
1556,685,183,3,181.76,2105.02
1557,1259,124,3,917.89,3498.64
1558,52,298,1,672.16,877.74
1559,1558,236,2,932.42,4670.83
1560,327,440,5,396.84,4422.66
1561,816,21,3,356.43,3675.09
1562,1122,56,4,974.59,39.53
1563,1190,186,3,284.33,4037.21
1564,1625,258,1,679.22,698.8
1565,444,245,5,591.26,4284.43
1566,727,128,3,230.46,4040.73
1567,928,93,5,603.39,2626.49
1568,562,366,1,586.22,4625.75
1569,1014,350,2,632.33,4222.99
1570,1902,238,2,587.89,1022.43
1571,1727,167,1,889.36,4000.05
1572,286,373,3,828.5,1585.41
1573,1285,158,3,975.07,4762.02
1574,607,192,3,196.18,4922.66
1575,1587,436,3,726.66,2058.42
1576,1393,194,4,995.86,1032.22
1577,163,320,5,120.74,1597.18
1578,1601,383,2,450.27,331.8
1579,1195,413,2,769.6,2660.3
1580,1438,459,2,556.14,2818.15
1581,1702,9,1,445.08,4998.74
1582,1263,350,3,252.19,3940.02
